"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"62DJ8G9F","journalArticle","2011","Hyman, Gavin","Homosexuality and the crisis of Anglicanism","Journal for Cultural & Religious Theory","","1530-5228","","https://research.ebsco.com/plink/e102cbb8-17f3-3a03-80c9-ac5dd2e7e3ac","","2011","2026-02-05 01:16:26","2026-02-05 02:12:45","","null-null","","2","11","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4UUAVPDH","journalArticle","2011","Ardoline, Michael J","Deleuze and new technology","Journal for Cultural & Religious Theory","","1530-5228","","https://research.ebsco.com/plink/c98f7cfa-133f-3688-87b7-98c3c20d80b9","","2011","2026-02-05 01:16:26","2026-02-05 02:12:45","","null-null","","2","11","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XKTHUT7P","journalArticle","2011","McClain, Daniel J","Sacramental poetics at the dawn of secularism: when God left the world","Journal for Cultural & Religious Theory","","1530-5228","","https://research.ebsco.com/plink/04dcb856-bdca-379b-9fb3-554ae3c568bf","","2011","2026-02-05 01:16:26","2026-02-05 02:12:45","","null-null","","2","11","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JS22QTU7","journalArticle","2012","Heo, Angie","Three classic readings of 'ethnographic practice' in religious studies'","Journal for Cultural & Religious Theory","","1530-5228","","https://research.ebsco.com/plink/b1253de9-090d-3c51-9aba-7187d0e1d9ce","","2012","2026-02-05 01:16:27","2026-02-05 02:12:45","","null-null","","2","12","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Writing; Experience; Ethnology; Difference (Philosophy); Other (Philosophy); Religion (Study and teaching); Material culture; Phenomenology; Education – Methods","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6FH3KH4Q","journalArticle","2012","Dickinson, T Wilson","Teaching with Fear and trembling: the trial of Abraham, the reader, and the professor","Journal for Cultural & Religious Theory","","1530-5228","","https://research.ebsco.com/plink/454ece2a-86a2-3b74-9b7b-c97925690851","","2012","2026-02-05 01:16:27","2026-02-05 02:12:45","","null-null","","2","12","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Paraenesis; Reading; Consumption (Economics); Knowledge; Theory of; 1813-1855; Kierkegaard; Søren; 1724-1804; Immanuel; Kant; Education – Methods; Education – Philosophy; (Biblical patriarch); Abraham; Categories (Philosophy); Lectures and lecturing; Thought and thinking","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GINHFQUI","journalArticle","2012","Taylor, Mark C; Kosky, Jeffrey L","Recalling our vocation: a conversation about teaching with Mark C. Taylor","Journal for Cultural & Religious Theory","","1530-5228","","https://research.ebsco.com/plink/6a753869-68e8-332e-a0d1-7fe83d07df29","","2012","2026-02-05 01:16:27","2026-02-05 02:12:45","","null-null","","2","12","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Vocation; Teacher-student relationships; Knowledge; Theory of; 1724-1804; Immanuel; Kant; Education – Philosophy; Apprentices; Education – Finance; Education (Study and teaching); Educational technology; Universities and colleges – Evaluation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B3GNUYNG","journalArticle","2012","Goodchild, Philip","Engaged philosophy of religion","Journal for Cultural & Religious Theory","","1530-5228","","https://research.ebsco.com/plink/97d53f50-ca66-3675-9903-9184446132b9","","2012","2026-02-05 01:16:27","2026-02-05 02:12:45","","null-null","","2","12","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Suffering; Life; Participation (Philosophy); Self (Philosophy); Religion – Philosophy; Knowledge; Continental philosophy; 1925-1995; Deleuze; Gilles; Theory of (Religion); Thought and thinking; Immanence (Philosophy); Meaning (Philosophy)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RZX2Z8CH","journalArticle","2012","Crockett, Clayton","Pedagogy and radical equality: Rancière's ignorant schoolmaster","Journal for Cultural & Religious Theory","","1530-5228","","https://research.ebsco.com/plink/72d766a3-c746-3fef-9b2d-8e2d2924b182","","2012","2026-02-05 01:16:27","2026-02-05 02:12:45","","null-null","","2","12","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Power (Social sciences); Social structure; Equality; Democracy; Teacher-student relationships (Religion); Political science – Philosophy; Jacques; 1959-; Catherine; Malabou; Rancière; Political science – History; Education – Methods; Education – Philosophy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VG8T3P8B","journalArticle","2012","Peters, Rebecca Todd","Teaching for social justice: creating a context for education","Journal for Cultural & Religious Theory","","1530-5228","","https://research.ebsco.com/plink/3d94cfbb-abf1-3f72-86ad-8efa2af67d2e","","2012","2026-02-05 01:16:27","2026-02-05 02:12:45","","null-null","","2","12","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Liberation theology; Culture and education; Social change; Social justice; Moral education; Knowledge; Theory of; 1921-1997; Freire; Paulo; Education – Philosophy; Education – Experimental methods; Educational sociology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NS898UFL","journalArticle","2012","Fong, Benjamin","A review of Peter Sloterdijk, Spheres, volume one: bubbles","Journal for Cultural & Religious Theory","","1530-5228","","https://research.ebsco.com/plink/80ade76d-0e27-3567-8dce-a2239c316804","","2012","2026-02-05 01:16:27","2026-02-05 02:12:45","","null-null","","2","12","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Interpersonal relations; Philosophical anthropology; Philosophy and theology; Intimacy (Psychology); Culture – Philosophy; Phenomenology; Peter; Sloterdijk; 1947-; Object relations (Psychoanalysis); Space and time; Spatial behavior","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6JRAJ6QH","journalArticle","2012","Montel-Hurlin, Elise","Jesus beyond Christ: Erri De Luca and the 'self as stumbling block'","Journal for Cultural & Religious Theory","","1530-5228","","https://research.ebsco.com/plink/b738621c-138f-330b-beaf-471c787b15e4","","2012","2026-02-05 01:16:27","2026-02-05 02:12:45","","null-null","","2","12","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Christianity; Self (Philosophy); 1950-; Communism; De Luca; Erri; Politics in literature; Bible – Reading; Bible. Old Testament – Translating; Bible. Old Testament. Versions; Hebrew; Jesus Christ in literature; Self (Religion)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ACDL5YT4","journalArticle","2012","Robert, William","Performing religiously between passion and resistance","Journal for Cultural & Religious Theory","","1530-5228","","https://research.ebsco.com/plink/d2d20e83-ce4c-3fc9-bbf3-7208c4cce9fc","","2012","2026-02-05 01:16:27","2026-02-05 02:12:45","","null-null","","2","12","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Performative (Philosophy); Emotions; Methodology; Difference (Philosophy); Religions (Study and teaching); Practice (Philosophy); Jacques; Knowledge; 1930-2004; Derrida; Peter; 1926-2016; Shaffer; Theory of (Religion); Education – Philosophy; 1953-2008; Bell; Catherine M; Religion and drama","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IQ5JWL44","journalArticle","2012","MacKendrick, Karmen","Slow reading: learning the time of the body","Journal for Cultural & Religious Theory","","1530-5228","","https://research.ebsco.com/plink/d90fc7d9-7b82-3ef2-a999-d8ae2d5e8a67","","2012","2026-02-05 01:16:27","2026-02-05 02:12:45","","null-null","","2","12","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Memory; Reading; Christianity; Saint; Augustine; Education – Philosophy; Monasticism and religious orders – Education; of Hippo; 354-430 – Philosophy; Time – Philosophy; Time in religion; Abstraction (Psychology); Asceticism – Christianity; Religious architecture; Senses and sensation; Time management","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JVLARKZQ","journalArticle","2010","Evans, Amy","Transcription notes","Journal for Cultural & Religious Theory","","1530-5228","","https://research.ebsco.com/plink/2a83004f-d2a3-3f94-a544-31d2e5a612f9","","2010","2026-02-05 01:19:34","2026-02-05 02:12:45","","null-null","","2","10","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Poetry; Modern; Robert; 1886-1961; 1919-1988; Duncan; H D. (Hilda Doolittle)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4X8MXBIZ","journalArticle","2010","McRae, Shannon","'Tear us an altar': erotic violence and the self-unmade prophet","Journal for Cultural & Religious Theory","","1530-5228","","https://research.ebsco.com/plink/f30fc279-6411-399f-b1cf-8c75c5ee2528","","2010","2026-02-05 01:19:34","2026-02-05 02:12:45","","null-null","","2","10","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Feminism; Poetics; Poetry; Civilization; Modern; Gender identity; Modernism (Literature); Desire; 1886-1961; H D. (Hilda Doolittle); 1850-1928; Harrison; Hellenistic; Jane Ellen; Psychoanalysis and literature; Self in literature","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3ZAD98HB","journalArticle","2010","Bibb, Aaron","Vision, paranoia, and the creative power of obsessive interpretation","Journal for Cultural & Religious Theory","","1530-5228","","https://research.ebsco.com/plink/da190890-37a1-3121-80aa-cf87b6e0afce","","2010","2026-02-05 01:19:34","2026-02-05 02:12:45","","null-null","","2","10","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Criticism; Poetics; Poetry; Modern; 1886-1961; H D. (Hilda Doolittle); Psychoanalysis and literature; 1856-1939; 1939-1945; Freud; Paranoia; Sigmund; Spiritualism; World War","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3JNTTB2X","journalArticle","2010","Emmerson-Reid, Colbey","H.D. and the archaeology of religion","Journal for Cultural & Religious Theory","","1530-5228","","https://research.ebsco.com/plink/bfa1a72d-2dad-3e95-842d-8e3b3e55992e","","2010","2026-02-05 01:19:34","2026-02-05 02:12:45","","null-null","","2","10","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Criticism; Dream interpretation; Identification (Religion); Women authors; Poetry; Modern; Marginality; Social; 1886-1961; H D. (Hilda Doolittle); Psychoanalysis and literature; Spiritualism; Science and civilization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GD95QE9K","journalArticle","2010","McNellis, Erin M","'An unusual way to think': Trilogy's oracular poetics","Journal for Cultural & Religious Theory","","1530-5228","","https://research.ebsco.com/plink/adbafbcc-0d3c-3eac-b8cb-264beec7f7ba","","2010","2026-02-05 01:19:34","2026-02-05 02:12:45","","null-null","","2","10","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Mediums; Self; Poetics; Oracles; Psychoanalysis; 1886-1961; H D. (Hilda Doolittle); 1856-1939; 1939-1945; Freud; Sigmund; Spiritualism; World War; Egyptian antiquities; London (England); Occultism; Trance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B3NAR3QJ","journalArticle","2010","Duncan, Robert; Evans, Amy","Accurate mystery: Robert Duncan's H. D. bibliography critically annotated","Journal for Cultural & Religious Theory","","1530-5228","","https://research.ebsco.com/plink/6515c246-0c14-37db-a3d8-849046f1be2f","","2010","2026-02-05 01:19:34","2026-02-05 02:12:45","","null-null","","2","10","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Bibliographies; H D. (Hilda Doolittle); 1886-1961 – Bibliography; Literature and society","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5HTAM9EU","journalArticle","2010","Cole, Merrill","Symptom or inspiration?: H.D., Freud and, the question of vision","Journal for Cultural & Religious Theory","","1530-5228","","https://research.ebsco.com/plink/7d3be2eb-d613-3632-8fb4-72de3a4056da","","2010","2026-02-05 01:19:34","2026-02-05 02:12:45","","null-null","","2","10","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Dream interpretation; Poetics; Historiography; Psychoanalysis; Desire; 1886-1961; H D. (Hilda Doolittle); 1856-1939; Freud; Sigmund; Visions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7FKLUEE4","journalArticle","2010","Borsuk, Amaranth","'There have been pictures here': spirit photography and projective mediumship in Tribute to Freud","Journal for Cultural & Religious Theory","","1530-5228","","https://research.ebsco.com/plink/b63585fb-7709-34d4-b320-d013a6216235","","2010","2026-02-05 01:19:34","2026-02-05 02:12:45","","null-null","","2","10","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Psychology; Poetics; Future life; Motion pictures; Psychoanalysis; 1886-1961; H D. (Hilda Doolittle); 1856-1939; Freud; Sigmund; Spiritualism; Art and technology; Photography; Visions in literature; War and psychology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IQ3YFZ5R","journalArticle","2010","Simon, Lisa","The anthropologic eye: H.D.'s call for a new poetics","Journal for Cultural & Religious Theory","","1530-5228","","https://research.ebsco.com/plink/0a0b0caa-4381-3710-a239-1f3fd09b4672","","2010","2026-02-05 01:19:34","2026-02-05 02:12:45","","null-null","","2","10","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Poetics; Poetry; Civilization; Modern; 1886-1961; H D. (Hilda Doolittle); Hellenistic; Anonymity and pseudonymity; British Museum; Excavations (Archaeology); Exhibitions; Monuments","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2GSFPFS4","journalArticle","2010","Duncan, Robert","Robert Duncan notebook scans: scan 1","Journal for Cultural & Religious Theory","","","","https://research.ebsco.com/plink/3bb33cb1-fab4-3ab3-a48e-f69ef5073b42","","2010","2026-02-05 01:19:34","2026-02-05 02:12:45","","","","2","10","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Bibliographies; 1886-1961; H D. (Hilda Doolittle); Literature and society","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3JG8A2S9","journalArticle","2010","Duncan, Robert","Robert Duncan notebook scans: scan 2","Journal for Cultural & Religious Theory","","","","https://research.ebsco.com/plink/f13ea108-5c89-3254-bdfe-e7b3de895af6","","2010","2026-02-05 01:19:34","2026-02-05 02:12:45","","","","2","10","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Bibliographies; 1886-1961; H D. (Hilda Doolittle); Literature and society","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HCXALCND","journalArticle","2008","Rubenstein, Mary-Jane","Of ghosts and Angels: Derrida, Kushner, and the impossibility of forgiveness","Journal for Cultural & Religious Theory","","1530-5228","","https://research.ebsco.com/plink/794f8c10-f4d8-3bea-ba93-0b1e4a1331ad","","2008","2026-02-05 01:19:34","2026-02-05 02:12:45","","null-null","","1","9","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Death; Forgiveness; Exchange theory (Sociology); Ontology; 1956-; Jacques; 1930-2004; Derrida; Possibility; Ghosts; Kushner; Repentance; Tony","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IRGM5WDB","journalArticle","2008","Pound, Marcus","The assumption of desire: Kierkegaard, Lacan, and the trauma of the eucharist","Journal for Cultural & Religious Theory","","1530-5228","","https://research.ebsco.com/plink/bb6827e4-eaf9-3171-809f-64e0cf3c225c","","2008","2026-02-05 01:19:34","2026-02-05 02:12:45","","null-null","","1","9","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Psychic trauma; Christianity; Desire and religion; Lord's Supper – Real presence; 1901-1981; Jacques; Lacan; Psychoanalysis and religion; 1889-1976; Heidegger; Language and languages – Philosophy; Martin; 1813-1855; Kierkegaard; Søren; Time – Philosophy; Time in religion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T5SNRIDH","journalArticle","2008","Vahanian, Nöelle; Malabou, Catherine; Devine, Carissa","A conversation with Catherine Malabou","Journal for Cultural & Religious Theory","","1530-5228","","https://research.ebsco.com/plink/b6455ba0-41b9-3cfe-8b5b-211e3db7425b","","2008","2026-02-05 01:19:34","2026-02-05 02:12:45","","null-null","","1","9","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Jacques; Continental philosophy; 1930-2004; Derrida; Philosophy – Methodology; Feminist theory; Poststructuralism; Neurosciences","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WA5LFKI2","journalArticle","2008","Celermajer, Danielle","Apology and the possibility of ethical politics","Journal for Cultural & Religious Theory","","1530-5228","","https://research.ebsco.com/plink/6af01316-fed3-3335-a56f-89c52ee0d8ae","","2008","2026-02-05 01:19:34","2026-02-05 02:12:45","","null-null","","1","9","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Interpersonal relations; Philosophy; Other (Philosophy); The; 1906-1995; Emmanuel; Lévinas; Jewish; State; Repentance; Political ethics – History; Reparations for historical injustices; Speech acts (Linguistics)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YVQQHX8W","journalArticle","2008","Raschke, Carl A","The religion of politics: concerning a postmodern political theology 'to come'","Journal for Cultural & Religious Theory","","1530-5228","","https://research.ebsco.com/plink/431147e6-a77b-3214-b897-23ee530ea2bf","","2008","2026-02-05 01:19:34","2026-02-05 02:12:45","","null-null","","1","9","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Liberation theology; God (Philosophy); Postmodernism; Secularism; Religion and politics; Civilization; Mark; Lilla; Western","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FPMLECM9","journalArticle","2008","Large, William","Time and money: philosophy of religion and the critique of capital","Journal for Cultural & Religious Theory","","1530-5228","","https://research.ebsco.com/plink/b7e4d80c-87b6-3e87-9a1c-455f6616648f","","2008","2026-02-05 01:19:34","2026-02-05 02:12:45","","null-null","","1","9","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Redemption; Marxism; Future; Messianism; Philip; Capitalism; The; 1724-1804; Immanuel; Kant; Franz; Time – Philosophy; 1931-1994; Debord; Guy; 1886-1929; Goodchild; Repetition; Rosenzweig","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6HVZ6J5Q","journalArticle","2008","Hyman, Gavin","Augustine on the 'nihil': an interrogation","Journal for Cultural & Religious Theory","","1530-5228","","https://research.ebsco.com/plink/aada6297-5cb6-3cf6-adae-dda1e137b40d","","2008","2026-02-05 01:19:34","2026-02-05 02:12:45","","null-null","","1","9","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Philosophical theology; God (Philosophy); Ontology; Saint; 1844-1900; Friedrich Wilhelm; Nietzsche; Nothing (Philosophy); Augustine; of Hippo; 354-430 – Philosophy; 354-430 – Theology – Creation; Platonism","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z372U3ER","journalArticle","2008","Negri, Antonio; Fadini, Gabriele; Valgenti, Robert","Sovereignty: that divine ministry of the affairs of earthly life","Journal for Cultural & Religious Theory","","1530-5228","","https://research.ebsco.com/plink/9dd37d34-5585-3db9-bf87-20e665e9f7b6","","2008","2026-02-05 01:19:34","2026-02-05 02:12:45","","null-null","","1","9","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Liberation theology; Power (Social sciences); Political science – Philosophy; The; 1942-; Agamben; Giorgio; Subject (Philosophy); State; Economics – History","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KPFISKFY","journalArticle","2008","Grieve-Carlson, Gary","Reclaiming the enlightenment: toward a politics of radical engagement","Journal for Cultural & Religious Theory","","1530-5228","","https://research.ebsco.com/plink/3284f96a-1a67-3650-98d6-8ec51ae37627","","2008","2026-02-05 01:19:34","2026-02-05 02:12:45","","null-null","","1","9","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"37S78ITK","journalArticle","2008","Igrek, Apple Zefelius","Kierkegaard and Socrates: a study in philosophy and faith","Journal for Cultural & Religious Theory","","1530-5228","","https://research.ebsco.com/plink/542a1a1f-a4e3-301e-a1d3-a6cb885cb848","","2008","2026-02-05 01:19:34","2026-02-05 02:12:45","","null-null","","1","9","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ECYDKHIS","journalArticle","2008","Smaw, Eric D","Human rights as politics and idolatry","Journal for Cultural & Religious Theory","","1530-5228","","https://research.ebsco.com/plink/2cd7728f-4abb-3603-9ea1-d4a33e6601bc","","2008","2026-02-05 01:19:34","2026-02-05 02:12:45","","null-null","","1","9","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JHFQCFHR","journalArticle","2009","Gangle, Rocco","Messianic media: Benjamin's cinema, Badiou's matheme, Negri's multitude","Journal for Cultural & Religious Theory","","1530-5228","","https://research.ebsco.com/plink/f8206b5e-8e2e-334b-8fcc-2e355084ad09","","2009","2026-02-05 01:19:35","2026-02-05 02:12:45","","null-null","","1","10","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Ontology; Messianism; Culture – Philosophy; Political science – Philosophy; Antonio; Jacques; 1892-1940; Benjamin; Walter; 1930-2004; Derrida; History – Philosophy; 1937-; Alain; Badiou; 1942-; Agamben; Giorgio; Subject (Philosophy); 1933-2023; Negri; Law – Philosophy; Mathematics – Philosophy; Motion pictures and religion","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BL5I2H8K","journalArticle","2009","Steinmetz-Jenkins, Daniel","Claude Lefort and the illegitimacy of modernity","Journal for Cultural & Religious Theory","","1530-5228","","https://research.ebsco.com/plink/f550a731-d069-392b-9c27-adc1a338780c","","2009","2026-02-05 01:19:35","2026-02-05 02:12:45","","null-null","","1","10","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Modernity; Philosophy; Democracy; Religion and politics; Political science – Philosophy; Body; Human (Philosophy); Secularization (Religion); 1908-1961; Claude; French; Lefort; Maurice; Merleau-Ponty","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZE54CEQQ","journalArticle","2009","Wood, David C; Simmons, J Aaron","Moments of intense presence: a conversation with David Wood","Journal for Cultural & Religious Theory","","1530-5228","","https://research.ebsco.com/plink/3d5751f6-1901-3f9f-9b0e-55f46b91b83d","","2009","2026-02-05 01:19:35","2026-02-05 02:12:45","","null-null","","1","10","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Ethics; God (Philosophy); Ecology; Jacques; Continental philosophy; 1930-2004; Derrida; 1813-1855; Kierkegaard; Søren; Phenomenology; Animal rights; Philosophy (Study and teaching)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E8EP8HUA","journalArticle","2009","Mooney, Edward F","Meditations on death and the sublime: Henry Bugbee's In demonstration of spirit","Journal for Cultural & Religious Theory","","1530-5228","","https://research.ebsco.com/plink/318b2d80-fdbd-33cf-83a8-3b9dce51a8be","","2009","2026-02-05 01:19:35","2026-02-05 02:12:45","","null-null","","1","10","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Transcendence; Death; Ethics; Ontology; Aesthetics; Spirit; The; Philosophy – Methodology; 1724-1804; Immanuel; Kant; Literary; Style; 1915-1999; Bugbee; Henry Greenwood; Sublime","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VKX6T9CM","journalArticle","2009","Robert, William","Human, life, and other sacred stuff","Journal for Cultural & Religious Theory","","1530-5228","","https://research.ebsco.com/plink/d9b2c1dd-5718-374c-84c1-ec5618d0eb93","","2009","2026-02-05 01:19:35","2026-02-05 02:12:45","","null-null","","1","10","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Philosophical anthropology; God (Philosophy); Life; Roman law; Sovereignty; God – Attributes; Caputo; 1942-; Agamben; Giorgio; 1940-; John D; 1937-2002; Antigone (Greek mythology) in literature; Creation – Biblical teaching; Dominique; Janicaud","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UBXZXFY9","journalArticle","2009","Cauchi, Mark","The secular to come: interrogating the Derridean 'secular'","Journal for Cultural & Religious Theory","","1530-5228","","https://research.ebsco.com/plink/ab1e0cd2-926c-3ffa-a1d0-41a36a14532d","","2009","2026-02-05 01:19:35","2026-02-05 02:12:45","","null-null","","1","10","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","Christianity and culture; God (Philosophy); Secularization (Theology); Future; Other (Philosophy); Self (Philosophy); Civilization; Culture – Philosophy; Jacques; The; 1930-2004; Derrida; 1813-1855; Kierkegaard; Søren; Abrahamic religions; Secular","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HB387RMJ","journalArticle","2009","Miller, David LeRoy","Praise of the secular","Journal for Cultural & Religious Theory","","1530-5228","","https://research.ebsco.com/plink/07ed1e0a-563d-3b7d-b9be-ba16b47be794","","2009","2026-02-05 01:19:35","2026-02-05 02:12:45","","null-null","","1","10","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"37SDJKIW","journalArticle","2009","Rodkey, Christopher D","Johnny Cash and the great American contradiction: Christianity and the battle for the soul of a nation","Journal for Cultural & Religious Theory","","1530-5228","","https://research.ebsco.com/plink/0bbb88a3-c51f-3bdc-ab28-63a0627eb757","","2009","2026-02-05 01:19:35","2026-02-05 02:12:45","","null-null","","1","10","","JCRT","","","","","","Whitestone Foundation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
